CHR	POS	CM	Type	MB	chr
I	12082173	34.126	Maternal	12.082173	I
I	12082353	34.126	Maternal	12.082353	I
I	12116129	34.126	Maternal	12.116129	I
I	12116141	34.126	Maternal	12.116141	I
I	12116171	34.126	Maternal	12.116171	I
I	12123962	34.126	Maternal	12.123962	I
I	12123977	34.126	Maternal	12.123977	I
I	12150693	34.126	Maternal	12.150693	I
I	12150702	34.126	Maternal	12.150702	I
I	12150721	34.126	Maternal	12.150721	I
I	12160721	34.126	Maternal	12.160721	I
I	12160757	34.568	Maternal	12.160757	I
I	12160799	34.714	Maternal	12.160799	I
I	12163482	34.714	Maternal	12.163482	I
I	12163490	34.714	Maternal	12.16349	I
I	12163503	34.714	Maternal	12.163503	I
I	12564041	34.714	Maternal	12.564041	I
I	12564062	34.861	Maternal	12.564062	I
I	13088642	35.008	Maternal	13.088642	I
I	13242957	35.45	Maternal	13.242957	I
I	13242958	35.597	Maternal	13.242958	I
I	13242960	35.597	Maternal	13.24296	I
I	13242993	35.597	Maternal	13.242993	I
I	13243266	36.039	Maternal	13.243266	I
I	13243269	36.039	Maternal	13.243269	I
I	13392651	36.185	Maternal	13.392651	I
I	13392656	36.185	Maternal	13.392656	I
I	13392665	36.332	Maternal	13.392665	I
I	13392676	36.626	Maternal	13.392676	I
I	13392680	36.626	Maternal	13.39268	I
I	13392684	36.626	Maternal	13.392684	I
I	13392699	36.626	Maternal	13.392699	I
I	13415738	36.626	Maternal	13.415738	I
I	13509588	37.216	Maternal	13.509588	I
I	13509607	37.216	Maternal	13.509607	I
I	13745050	37.216	Maternal	13.74505	I
I	13832529	37.216	Maternal	13.832529	I
I	14135490	38.403	Maternal	14.13549	I
I	14135493	38.403	Maternal	14.135493	I
I	14135496	38.403	Maternal	14.135496	I
I	14135499	38.403	Maternal	14.135499	I
I	14135502	38.403	Maternal	14.135502	I
I	14135529	38.403	Maternal	14.135529	I
I	14165577	39.142	Maternal	14.165577	I
I	14165586	39.142	Maternal	14.165586	I
I	14165637	39.142	Maternal	14.165637	I
I	14182005	41.085	Maternal	14.182005	I
I	14182020	42.423	Maternal	14.18202	I
I	14568189	42.865	Maternal	14.568189	I
I	14568192	42.865	Maternal	14.568192	I
I	14568573	43.011	Maternal	14.568573	I
I	14794377	43.306	Maternal	14.794377	I
I	14794380	43.306	Maternal	14.79438	I
I	14794452	43.306	Maternal	14.794452	I
I	14810237	43.306	Maternal	14.810237	I
I	14810297	43.452	Maternal	14.810297	I
I	14810378	43.452	Maternal	14.810378	I
I	14810537	43.452	Maternal	14.810537	I
I	14810543	43.452	Maternal	14.810543	I
I	14872540	43.599	Maternal	14.87254	I
I	14872549	43.599	Maternal	14.872549	I
I	14872585	43.599	Maternal	14.872585	I
I	14872587	43.599	Maternal	14.872587	I
I	14873061	43.599	Maternal	14.873061	I
I	14878301	43.599	Maternal	14.878301	I
I	14878349	43.599	Maternal	14.878349	I
I	14878415	43.599	Maternal	14.878415	I
I	14878840	43.599	Maternal	14.87884	I
I	14878855	43.599	Maternal	14.878855	I
I	14878901	43.746	Maternal	14.878901	I
I	14878908	43.746	Maternal	14.878908	I
I	14881847	43.746	Maternal	14.881847	I
I	14894515	43.746	Maternal	14.894515	I
I	14894566	43.746	Maternal	14.894566	I
I	14894569	43.746	Maternal	14.894569	I
I	14924577	44.188	Maternal	14.924577	I
I	14924599	44.188	Maternal	14.924599	I
I	14938915	44.188	Maternal	14.938915	I
I	14966650	44.188	Maternal	14.96665	I
I	15244201	44.335	Maternal	15.244201	I
I	15244205	44.335	Maternal	15.244205	I
I	15244218	44.335	Maternal	15.244218	I
I	15244228	44.335	Maternal	15.244228	I
I	15244231	44.335	Maternal	15.244231	I
I	15361479	44.925	Maternal	15.361479	I
I	15361501	44.925	Maternal	15.361501	I
I	15363068	44.925	Maternal	15.363068	I
I	15363104	44.925	Maternal	15.363104	I
I	15363113	44.925	Maternal	15.363113	I
I	15363116	44.925	Maternal	15.363116	I
I	15363252	45.367	Maternal	15.363252	I
I	15466009	45.367	Maternal	15.466009	I
I	15545589	45.367	Maternal	15.545589	I
I	15545597	45.367	Maternal	15.545597	I
I	15545602	45.367	Maternal	15.545602	I
I	15545613	45.367	Maternal	15.545613	I
I	15545665	45.367	Maternal	15.545665	I
I	15545673	45.367	Maternal	15.545673	I
I	15545700	45.513	Maternal	15.5457	I
I	15579065	45.66	Maternal	15.579065	I
I	15579111	45.807	Maternal	15.579111	I
I	15711881	45.954	Maternal	15.711881	I
I	15785879	46.248	Maternal	15.785879	I
I	15785884	46.248	Maternal	15.785884	I
I	15785885	46.248	Maternal	15.785885	I
I	15785886	46.248	Maternal	15.785886	I
I	15841154	46.395	Maternal	15.841154	I
I	15841192	46.395	Maternal	15.841192	I
I	15841226	46.395	Maternal	15.841226	I
I	15868562	46.542	Maternal	15.868562	I
I	15868569	46.542	Maternal	15.868569	I
I	15868596	46.542	Maternal	15.868596	I
I	15868604	46.542	Maternal	15.868604	I
I	15873067	46.542	Maternal	15.873067	I
I	15881892	46.836	Maternal	15.881892	I
I	15881898	46.836	Maternal	15.881898	I
I	15881907	46.836	Maternal	15.881907	I
I	15881910	46.836	Maternal	15.88191	I
I	15881912	46.836	Maternal	15.881912	I
I	15881925	46.836	Maternal	15.881925	I
I	15881933	46.836	Maternal	15.881933	I
I	15921011	47.426	Maternal	15.921011	I
I	15921025	47.426	Maternal	15.921025	I
I	15921031	47.426	Maternal	15.921031	I
I	15921082	47.426	Maternal	15.921082	I
I	15941946	47.426	Maternal	15.941946	I
I	15942042	47.426	Maternal	15.942042	I
I	15942102	47.426	Maternal	15.942102	I
I	15942141	47.426	Maternal	15.942141	I
I	15974902	47.426	Maternal	15.974902	I
I	16030195	47.426	Maternal	16.030195	I
I	16030198	47.426	Maternal	16.030198	I
I	16030212	47.426	Maternal	16.030212	I
I	16030237	47.426	Maternal	16.030237	I
I	16043532	47.426	Maternal	16.043532	I
I	16043563	47.426	Maternal	16.043563	I
I	16043581	47.426	Maternal	16.043581	I
I	16058838	47.426	Maternal	16.058838	I
I	16058883	47.426	Maternal	16.058883	I
I	16068337	47.72	Maternal	16.068337	I
I	16068367	47.72	Maternal	16.068367	I
I	16097848	47.72	Maternal	16.097848	I
I	16097861	47.72	Maternal	16.097861	I
I	16097881	47.72	Maternal	16.097881	I
I	16117473	47.72	Maternal	16.117473	I
I	16117476	47.72	Maternal	16.117476	I
I	16117493	47.72	Maternal	16.117493	I
I	16117498	47.72	Maternal	16.117498	I
I	16117543	47.72	Maternal	16.117543	I
I	16117562	47.72	Maternal	16.117562	I
I	16117573	47.72	Maternal	16.117573	I
I	16117576	47.72	Maternal	16.117576	I
I	16117606	47.72	Maternal	16.117606	I
I	16117807	47.72	Maternal	16.117807	I
I	16195946	47.72	Maternal	16.195946	I
I	16195949	47.72	Maternal	16.195949	I
I	16206692	47.72	Maternal	16.206692	I
I	16206695	47.72	Maternal	16.206695	I
I	16206824	47.72	Maternal	16.206824	I
I	16210753	47.72	Maternal	16.210753	I
I	16210852	47.72	Maternal	16.210852	I
I	16210854	47.72	Maternal	16.210854	I
I	16277965	47.72	Maternal	16.277965	I
I	16278052	47.72	Maternal	16.278052	I
I	16279496	47.72	Maternal	16.279496	I
I	16279511	47.72	Maternal	16.279511	I
I	16279562	47.72	Maternal	16.279562	I
I	16296583	47.72	Maternal	16.296583	I
I	16340725	47.72	Maternal	16.340725	I
I	16340728	47.72	Maternal	16.340728	I
I	16340745	47.72	Maternal	16.340745	I
I	16340755	47.72	Maternal	16.340755	I
I	16340758	47.72	Maternal	16.340758	I
I	16353627	47.867	Maternal	16.353627	I
I	16353633	47.867	Maternal	16.353633	I
I	16358539	47.867	Maternal	16.358539	I
I	16358587	47.867	Maternal	16.358587	I
I	16358671	47.867	Maternal	16.358671	I
I	16358697	47.867	Maternal	16.358697	I
I	16358707	47.867	Maternal	16.358707	I
I	16358727	47.867	Maternal	16.358727	I
I	16358743	47.867	Maternal	16.358743	I
I	16358779	47.867	Maternal	16.358779	I
I	16358782	47.867	Maternal	16.358782	I
I	16358784	47.867	Maternal	16.358784	I
I	16358812	47.867	Maternal	16.358812	I
I	16452922	47.867	Maternal	16.452922	I
I	16452928	47.867	Maternal	16.452928	I
I	16452954	47.867	Maternal	16.452954	I
I	16454715	47.867	Maternal	16.454715	I
I	16457812	47.867	Maternal	16.457812	I
I	16457825	47.867	Maternal	16.457825	I
I	16457828	47.867	Maternal	16.457828	I
I	16457836	47.867	Maternal	16.457836	I
I	16469737	47.867	Maternal	16.469737	I
I	16469971	47.867	Maternal	16.469971	I
I	16469974	47.867	Maternal	16.469974	I
I	16469992	47.867	Maternal	16.469992	I
I	16470021	47.867	Maternal	16.470021	I
I	16482283	47.867	Maternal	16.482283	I
I	16482404	47.867	Maternal	16.482404	I
I	16528465	48.161	Maternal	16.528465	I
I	16541657	48.161	Maternal	16.541657	I
I	16541678	48.161	Maternal	16.541678	I
I	16545545	48.161	Maternal	16.545545	I
I	16545557	48.161	Maternal	16.545557	I
I	16545566	48.161	Maternal	16.545566	I
I	16625696	48.161	Maternal	16.625696	I
I	16625738	48.161	Maternal	16.625738	I
I	16625771	48.161	Maternal	16.625771	I
I	16636129	48.161	Maternal	16.636129	I
I	16672294	48.161	Maternal	16.672294	I
I	16732438	48.161	Maternal	16.732438	I
I	16740896	48.161	Maternal	16.740896	I
I	16740902	48.161	Maternal	16.740902	I
I	16740941	48.161	Maternal	16.740941	I
I	16825698	48.603	Maternal	16.825698	I
I	16825701	48.603	Maternal	16.825701	I
I	16827027	48.603	Maternal	16.827027	I
I	16878117	48.603	Maternal	16.878117	I
I	16878137	48.603	Maternal	16.878137	I
I	16928635	48.603	Maternal	16.928635	I
I	16928638	48.603	Maternal	16.928638	I
I	16928667	48.603	Maternal	16.928667	I
I	16928701	48.603	Maternal	16.928701	I
I	16928752	49.045	Maternal	16.928752	I
I	16928756	49.045	Maternal	16.928756	I
I	16928793	49.045	Maternal	16.928793	I
I	16928805	49.045	Maternal	16.928805	I
I	16928815	49.045	Maternal	16.928815	I
I	16938417	49.045	Maternal	16.938417	I
I	16938420	49.339	Maternal	16.93842	I
I	16938441	49.339	Maternal	16.938441	I
I	16943516	49.339	Maternal	16.943516	I
I	16943579	49.339	Maternal	16.943579	I
I	16943582	49.339	Maternal	16.943582	I
I	16961203	49.339	Maternal	16.961203	I
I	17012034	49.339	Maternal	17.012034	I
I	17012047	49.339	Maternal	17.012047	I
I	17022656	49.339	Maternal	17.022656	I
I	17024268	49.486	Maternal	17.024268	I
I	17028164	49.486	Maternal	17.028164	I
I	17029340	49.486	Maternal	17.02934	I
I	17045838	49.486	Maternal	17.045838	I
I	17045850	49.486	Maternal	17.04585	I
I	17045913	49.486	Maternal	17.045913	I
I	17045915	49.486	Maternal	17.045915	I
I	17045941	49.486	Maternal	17.045941	I
I	17048530	49.486	Maternal	17.04853	I
I	17077833	49.486	Maternal	17.077833	I
I	17126751	49.486	Maternal	17.126751	I
I	17126805	49.486	Maternal	17.126805	I
I	17126810	49.486	Maternal	17.12681	I
I	17130788	49.632	Maternal	17.130788	I
I	17138285	49.632	Maternal	17.138285	I
I	17138288	49.632	Maternal	17.138288	I
I	17145676	49.779	Maternal	17.145676	I
I	17152752	49.779	Maternal	17.152752	I
I	17152945	49.779	Maternal	17.152945	I
I	17152950	49.779	Maternal	17.15295	I
I	17154019	49.973	Maternal	17.154019	I
II	83300	0	Maternal	0.0833	II
II	128734	1.403	Maternal	0.128734	II
II	129431	1.999	Maternal	0.129431	II
II	129441	1.999	Maternal	0.129441	II
II	149684	1.999	Maternal	0.149684	II
II	149720	1.999	Maternal	0.14972	II
II	153915	2.197	Maternal	0.153915	II
II	156664	2.197	Maternal	0.156664	II
II	156768	2.197	Maternal	0.156768	II
II	156822	2.197	Maternal	0.156822	II
II	156861	2.197	Maternal	0.156861	II
II	156935	3.837	Maternal	0.156935	II
II	156960	3.837	Maternal	0.15696	II
II	173797	3.837	Maternal	0.173797	II
II	173806	3.837	Maternal	0.173806	II
II	233444	3.837	Maternal	0.233444	II
II	233472	3.837	Maternal	0.233472	II
II	233480	3.837	Maternal	0.23348	II
II	233481	3.837	Maternal	0.233481	II
II	233489	3.837	Maternal	0.233489	II
II	233499	3.837	Maternal	0.233499	II
II	250513	4.131	Maternal	0.250513	II
II	250525	4.131	Maternal	0.250525	II
II	250552	4.131	Maternal	0.250552	II
II	250570	5.019	Maternal	0.25057	II
II	250573	5.019	Maternal	0.250573	II
II	253059	5.019	Maternal	0.253059	II
II	256157	5.019	Maternal	0.256157	II
II	256185	5.019	Maternal	0.256185	II
II	256187	5.019	Maternal	0.256187	II
II	260726	6.056	Maternal	0.260726	II
II	260792	6.056	Maternal	0.260792	II
II	302683	6.056	Maternal	0.302683	II
II	302685	6.056	Maternal	0.302685	II
II	319442	6.35	Maternal	0.319442	II
II	319445	6.35	Maternal	0.319445	II
II	319457	6.35	Maternal	0.319457	II
II	319460	6.35	Maternal	0.31946	II
II	354889	6.35	Maternal	0.354889	II
II	354930	6.35	Maternal	0.35493	II
II	354943	6.35	Maternal	0.354943	II
II	439908	6.35	Maternal	0.439908	II
II	439910	6.35	Maternal	0.43991	II
II	476330	6.35	Maternal	0.47633	II
II	478646	6.35	Maternal	0.478646	II
II	478671	6.35	Maternal	0.478671	II
II	478703	6.35	Maternal	0.478703	II
II	485600	6.35	Maternal	0.4856	II
II	485601	6.35	Maternal	0.485601	II
II	485604	6.35	Maternal	0.485604	II
II	485641	6.35	Maternal	0.485641	II
II	505744	6.497	Maternal	0.505744	II
II	506657	6.497	Maternal	0.506657	II
II	506705	6.497	Maternal	0.506705	II
II	506735	6.497	Maternal	0.506735	II
II	538030	6.643	Maternal	0.53803	II
II	589079	6.643	Maternal	0.589079	II
II	589127	6.643	Maternal	0.589127	II
II	591372	6.643	Maternal	0.591372	II
II	591423	6.643	Maternal	0.591423	II
II	591438	6.643	Maternal	0.591438	II
II	591447	6.643	Maternal	0.591447	II
II	591480	6.643	Maternal	0.59148	II
II	645719	6.643	Maternal	0.645719	II
II	897077	6.643	Maternal	0.897077	II
II	897103	6.643	Maternal	0.897103	II
II	897113	6.79	Maternal	0.897113	II
II	911621	6.79	Maternal	0.911621	II
II	911669	6.79	Maternal	0.911669	II
II	911675	6.79	Maternal	0.911675	II
II	918042	6.79	Maternal	0.918042	II
II	918486	6.79	Maternal	0.918486	II
II	918492	6.79	Maternal	0.918492	II
II	947359	6.937	Maternal	0.947359	II
II	947362	6.937	Maternal	0.947362	II
II	947380	6.937	Maternal	0.94738	II
II	947404	6.937	Maternal	0.947404	II
II	949381	6.937	Maternal	0.949381	II
II	949405	6.937	Maternal	0.949405	II
II	949445	6.937	Maternal	0.949445	II
II	949450	6.937	Maternal	0.94945	II
II	949453	6.937	Maternal	0.949453	II
II	950672	7.084	Maternal	0.950672	II
II	950675	7.231	Maternal	0.950675	II
II	950680	7.231	Maternal	0.95068	II
II	950689	7.378	Maternal	0.950689	II
II	950693	7.524	Maternal	0.950693	II
II	950707	7.524	Maternal	0.950707	II
II	950717	7.671	Maternal	0.950717	II
II	985247	7.671	Maternal	0.985247	II
II	985255	7.671	Maternal	0.985255	II
II	985292	7.671	Maternal	0.985292	II
II	985295	7.671	Maternal	0.985295	II
II	1491748	8.261	Maternal	1.491748	II
II	1491785	8.261	Maternal	1.491785	II
II	1491787	8.261	Maternal	1.491787	II
II	1491801	8.261	Maternal	1.491801	II
II	1491805	8.261	Maternal	1.491805	II
II	1492935	8.703	Maternal	1.492935	II
II	1498922	8.85	Maternal	1.498922	II
II	1498976	8.85	Maternal	1.498976	II
II	1498991	8.997	Maternal	1.498991	II
II	1499006	8.997	Maternal	1.499006	II
II	1499030	8.997	Maternal	1.49903	II
II	1499060	9.439	Maternal	1.49906	II
II	1499153	9.585	Maternal	1.499153	II
II	1499204	9.585	Maternal	1.499204	II
II	1499231	9.585	Maternal	1.499231	II
II	1509322	9.585	Maternal	1.509322	II
II	1509325	9.585	Maternal	1.509325	II
II	1509520	9.585	Maternal	1.50952	II
II	1509523	9.585	Maternal	1.509523	II
II	1520168	9.585	Maternal	1.520168	II
II	1520206	9.585	Maternal	1.520206	II
II	1572258	9.732	Maternal	1.572258	II
II	1577935	10.026	Maternal	1.577935	II
II	1577938	10.026	Maternal	1.577938	II
II	1577995	10.026	Maternal	1.577995	II
II	1732380	10.026	Maternal	1.73238	II
II	1732389	10.026	Maternal	1.732389	II
II	1732437	10.026	Maternal	1.732437	II
II	1732440	10.026	Maternal	1.73244	II
II	1794849	10.173	Maternal	1.794849	II
II	1795260	10.173	Maternal	1.79526	II
II	1813769	10.173	Maternal	1.813769	II
II	1813787	10.173	Maternal	1.813787	II
II	1977112	10.32	Maternal	1.977112	II
II	2020843	10.32	Maternal	2.020843	II
II	2020870	10.32	Maternal	2.02087	II
II	2020875	10.32	Maternal	2.020875	II
II	2020876	10.32	Maternal	2.020876	II
II	2020894	10.32	Maternal	2.020894	II
II	2029588	10.32	Maternal	2.029588	II
II	2145686	10.32	Maternal	2.145686	II
II	2145689	10.32	Maternal	2.145689	II
II	2145709	10.32	Maternal	2.145709	II
II	2145710	10.32	Maternal	2.14571	II
II	2145737	10.467	Maternal	2.145737	II
II	2145740	10.467	Maternal	2.14574	II
II	2157174	10.761	Maternal	2.157174	II
II	2185169	10.908	Maternal	2.185169	II
II	2185171	10.908	Maternal	2.185171	II
II	2185195	10.908	Maternal	2.185195	II
II	2198689	11.35	Maternal	2.198689	II
II	2198704	11.35	Maternal	2.198704	II
II	2198719	11.35	Maternal	2.198719	II
II	2204037	11.644	Maternal	2.204037	II
II	2204064	11.644	Maternal	2.204064	II
II	2204078	11.644	Maternal	2.204078	II
II	2204092	11.644	Maternal	2.204092	II
II	2263864	11.791	Maternal	2.263864	II
II	2263877	11.791	Maternal	2.263877	II
II	2263897	12.381	Maternal	2.263897	II
II	2263921	12.381	Maternal	2.263921	II
II	2266552	12.675	Maternal	2.266552	II
II	2266605	12.675	Maternal	2.266605	II
II	2455434	13.265	Maternal	2.455434	II
II	2455470	13.265	Maternal	2.45547	II
II	2455471	13.265	Maternal	2.455471	II
II	2458343	13.412	Maternal	2.458343	II
II	2458485	13.412	Maternal	2.458485	II
II	2588960	13.412	Maternal	2.58896	II
II	2588964	13.412	Maternal	2.588964	II
II	2697788	13.412	Maternal	2.697788	II
II	2697817	13.412	Maternal	2.697817	II
II	2697820	13.412	Maternal	2.69782	II
II	2697821	13.412	Maternal	2.697821	II
II	2697824	13.412	Maternal	2.697824	II
II	2697832	13.412	Maternal	2.697832	II
II	2714091	13.412	Maternal	2.714091	II
II	2714133	13.412	Maternal	2.714133	II
II	2714144	13.412	Maternal	2.714144	II
II	2714239	14.002	Maternal	2.714239	II
II	2722246	14.002	Maternal	2.722246	II
II	2722315	14.002	Maternal	2.722315	II
II	2722333	14.002	Maternal	2.722333	II
II	2753240	14.002	Maternal	2.75324	II
II	2780084	14.002	Maternal	2.780084	II
II	2780123	14.002	Maternal	2.780123	II
II	2780124	14.002	Maternal	2.780124	II
II	2780145	14.002	Maternal	2.780145	II
II	2859581	14.002	Maternal	2.859581	II
II	2859602	14.002	Maternal	2.859602	II
II	2859617	14.002	Maternal	2.859617	II
II	2859632	14.002	Maternal	2.859632	II
II	2942641	14.443	Maternal	2.942641	II
II	2942689	14.443	Maternal	2.942689	II
II	2942700	14.443	Maternal	2.9427	II
II	2942702	14.443	Maternal	2.942702	II
II	2942722	14.443	Maternal	2.942722	II
II	2973444	14.59	Maternal	2.973444	II
II	2973446	14.59	Maternal	2.973446	II
II	3029752	14.59	Maternal	3.029752	II
II	3029773	14.59	Maternal	3.029773	II
II	3029776	14.59	Maternal	3.029776	II
II	3029833	14.59	Maternal	3.029833	II
II	3107314	15.032	Maternal	3.107314	II
II	3107410	15.032	Maternal	3.10741	II
II	3108686	15.032	Maternal	3.108686	II
II	3172091	15.032	Maternal	3.172091	II
II	3172130	15.032	Maternal	3.17213	II
II	3172136	15.032	Maternal	3.172136	II
II	3172139	15.032	Maternal	3.172139	II
II	3172148	15.032	Maternal	3.172148	II
II	3196682	15.474	Maternal	3.196682	II
II	3196684	15.474	Maternal	3.196684	II
II	3196702	15.474	Maternal	3.196702	II
II	3203300	15.768	Maternal	3.2033	II
II	3203324	15.768	Maternal	3.203324	II
II	3203474	15.915	Maternal	3.203474	II
II	3203480	15.915	Maternal	3.20348	II
II	3203510	15.915	Maternal	3.20351	II
II	3205602	16.357	Maternal	3.205602	II
II	3205632	16.357	Maternal	3.205632	II
II	3205773	16.357	Maternal	3.205773	II
II	3205776	16.357	Maternal	3.205776	II
II	3205782	16.357	Maternal	3.205782	II
II	3205785	16.357	Maternal	3.205785	II
II	3205788	16.357	Maternal	3.205788	II
II	3255775	16.504	Maternal	3.255775	II
II	3255777	16.504	Maternal	3.255777	II
II	3271007	16.65	Maternal	3.271007	II
II	3271016	16.65	Maternal	3.271016	II
II	3271021	16.65	Maternal	3.271021	II
II	3271025	16.65	Maternal	3.271025	II
II	3279149	16.65	Maternal	3.279149	II
II	3279153	16.65	Maternal	3.279153	II
II	3279154	16.65	Maternal	3.279154	II
II	3279173	16.65	Maternal	3.279173	II
II	3279212	16.65	Maternal	3.279212	II
II	3576086	17.092	Maternal	3.576086	II
II	3613883	17.386	Maternal	3.613883	II
II	3650268	17.386	Maternal	3.650268	II
II	3776979	17.386	Maternal	3.776979	II
II	3777006	17.533	Maternal	3.777006	II
II	3777096	17.533	Maternal	3.777096	II
II	3777099	17.533	Maternal	3.777099	II
II	3918432	17.975	Maternal	3.918432	II
II	3918607	17.975	Maternal	3.918607	II
II	3945065	17.975	Maternal	3.945065	II
II	3987699	17.975	Maternal	3.987699	II
II	4008484	17.975	Maternal	4.008484	II
II	4008540	18.122	Maternal	4.00854	II
II	4008547	18.122	Maternal	4.008547	II
II	4008548	18.122	Maternal	4.008548	II
II	4057691	18.269	Maternal	4.057691	II
II	4057747	18.269	Maternal	4.057747	II
II	4057751	18.416	Maternal	4.057751	II
II	4057768	18.71	Maternal	4.057768	II
II	4137050	18.857	Maternal	4.13705	II
II	4137074	19.298	Maternal	4.137074	II
II	4255705	19.445	Maternal	4.255705	II
II	4356049	19.445	Maternal	4.356049	II
II	4356085	19.592	Maternal	4.356085	II
II	4356115	19.592	Maternal	4.356115	II
II	4356972	19.592	Maternal	4.356972	II
II	4558532	19.739	Maternal	4.558532	II
II	4558544	19.739	Maternal	4.558544	II
II	4718408	19.886	Maternal	4.718408	II
II	4718433	19.886	Maternal	4.718433	II
II	4718442	19.886	Maternal	4.718442	II
II	4720686	20.033	Maternal	4.720686	II
II	4720743	20.033	Maternal	4.720743	II
II	4739047	20.327	Maternal	4.739047	II
II	4739059	20.327	Maternal	4.739059	II
II	4739068	20.327	Maternal	4.739068	II
II	4739092	20.327	Maternal	4.739092	II
II	4769692	20.621	Maternal	4.769692	II
II	4927517	20.621	Maternal	4.927517	II
II	5021616	21.063	Maternal	5.021616	II
II	5021631	21.063	Maternal	5.021631	II
II	5021640	21.063	Maternal	5.02164	II
II	5021655	21.063	Maternal	5.021655	II
II	5135967	21.063	Maternal	5.135967	II
II	5135997	21.063	Maternal	5.135997	II
II	5137721	21.21	Maternal	5.137721	II
II	5137766	21.21	Maternal	5.137766	II
II	5197438	21.356	Maternal	5.197438	II
II	5200014	21.356	Maternal	5.200014	II
II	5200020	21.356	Maternal	5.20002	II
II	5201714	21.356	Maternal	5.201714	II
II	5201870	21.356	Maternal	5.20187	II
II	5201937	21.356	Maternal	5.201937	II
II	5206442	21.356	Maternal	5.206442	II
II	5206460	21.356	Maternal	5.20646	II
II	5224273	21.356	Maternal	5.224273	II
II	5224276	21.356	Maternal	5.224276	II
II	5224285	21.356	Maternal	5.224285	II
II	5224288	21.356	Maternal	5.224288	II
II	5224294	21.356	Maternal	5.224294	II
II	5224303	21.356	Maternal	5.224303	II
II	5224309	21.356	Maternal	5.224309	II
II	5286374	21.798	Maternal	5.286374	II
II	5342931	21.798	Maternal	5.342931	II
II	5343019	21.945	Maternal	5.343019	II
II	5343020	21.945	Maternal	5.34302	II
II	5343050	22.092	Maternal	5.34305	II
II	5343064	22.092	Maternal	5.343064	II
II	5356793	22.239	Maternal	5.356793	II
II	5374149	22.239	Maternal	5.374149	II
II	5438303	22.386	Maternal	5.438303	II
